"companyid","yearmonth1","sentences","countvar1"
18511,"2013m5","When I first stood up as CEO last June and presented our new strategy, I talked about a few things that I believe underpin strong businesses: A clear vision guiding an ambitious but practical strategy; integrity and respect for individuals, be they colleagues, customers or suppliers; high energy levels and a good work ethic; and clear decisions based on thorough analysis, followed by rapid implementation.",1364
18511,"2013m5","Today's 3i team has embraced this approach with real enthusiasm.",1364
18511,"2013m5","The culture is changing, and we become a better focused, flatter organization with a can-do attitude and high-energy levels.",1364
18511,"2013m5","We're doing things smartly again, and I'm excited about the progress we will make over the next few years.",1364
18511,"2013m5","It's going to be rewarding for everyone involved.",1364
18511,"2013m5","Thank you for listening.",1364
18511,"2013m5","And we'd now like to throw it open to Q&A.",1364
18511,"2013m5","Bill Barnard from SG.",1364
18511,"2013m5","Should I assume your first call from this morning with Mr.",1364
18511,"2013m5","Bramson's thank you for making him so much money, and in terms of making him some more money, can you sort of give a bit more color around your thoughts on sort of a top-up distribution in terms of the quantum, the relationship, the 15% to 20% and, indeed, any timing sort of this year, next year, et cetera, just sort of key variables we should look around there? Chris Brown from JPMorgan Cazenove.",1364
18511,"2013m5","Just a couple of questions.",1364
18511,"2013m5","Just on the NAV.",1364
18511,"2013m5","Obviously, there are a number of deals you did around quite recently.",1364
18511,"2013m5","I'm just trying to get a feel for what's not been included on the 31st of March NAV, and what are kind of pro forma NAV might look like? It's Iain Scouller from Oriel Securities.",1364
18511,"2013m5","I've got a couple.",1364
18511,"2013m5","Firstly, on the unrealized volume movements on Slide 57.",1364
18511,"2013m5","I think the second largest contributor was other, plus GBP 73 million.",1364
18511,"2013m5","Now can you just give us a bit of a breakdown on that? And then the second one was on Infrastructure.",1364
18511,"2013m5","I think you said there was a good business opportunity there.",1364
18511,"2013m5","I was just wondering what the plans are for growing that business, clearly, I think conditions probably couldn't be more favorable than they are today for the asset class, so what are the plans to grow assets under management? It's Philip Middleton from Merrill's.",1364
18511,"2013m5","I wonder if you can talk through what you see the implications for your business, and particularly in project would be if the current conditions of strong realizations, difficult investment continues for a year or 2, because obviously -- for a time you can carry on selling responsibly, which is what you're doing and not worry about the investment levels, at some point you have to worry about and I just wondered how you think about that? If we look at how the market is developing and the pipeline in terms of potential investments, the comments I would make are, over the last 6 months, we've seen a very considerable improvements in pipeline potential investments.",1364
18511,"2013m5","It have been very lean prior to that period, particularly in terms of quality, as well as quantity.",1364
18511,"2013m5","So we've seen some better prospects in Northern Europe, as well as the U.",1364
18511,"2013m5","and Brazil.",1364
18511,"2013m5","We think these prospects are more interesting for both numerous and quality reasons.",1364
18511,"2013m5","And we've got pretty close on 2 investments in Europe, one we couldn't agree a final price with the vendor so we decided to pull back from that.",1364
18511,"2013m5","It was an engineering business based out of Germany.",1364
18511,"2013m5","And another business in Holland, we got overbid at the last stage of an auction with a very aggressive price from another Private Equity house.",1364
18511,"2013m5","So we are there.",1364
18511,"2013m5","We are in the game.",1364
18511,"2013m5","We have a better whip in Brazil and the U.",1364
18511,"2013m5","at the moment.",1364
18511,"2013m5","whip is particularly interesting, and it reflects businesses that we like, which have strong capabilities in both Europe and North America, like HILITE like Element.",1364
18511,"2013m5","These sorts of businesses.",1364
18511,"2013m5","So I don't think we're going to see a prolonged phase where we're doing just selling and not investing.",1364
18511,"2013m5","I don't envisage that at all.",1364
18511,"2013m5","In any event, though, what I'd like to see in terms of the shape of the group is that we have about half the Private Equity investments we have today.",1364
18511,"2013m5","So we're on a bit of a journey to reduce that oversized portfolio.",1364
18511,"2013m5","We need to be more active on that side of things.",1364
18511,"2013m5","And I think the next few years will help us in that regard.",1364
18511,"2013m5","Not unduly.",1364
18511,"2013m5","I think Civica was a very good example that we're experiencing, again, pretty strong financing conditions in Europe now, so funding is available again for the Private Equity and investment industry.",1364
18511,"2013m5","And equally, we've got strong corporates with cash there.",1364
18511,"2013m5","So I think, while we've had a particular shape to our realizations in recent months, that's bound to change as we get on with the rest of the plans and they become evident.",1364
18511,"2013m5","So I don't think -- I think the U.",1364
18511,"2013m5","is particularly hot but I think Europe, the financing market, is pretty good now as well.",1364
18511,"2013m5","I think on the -- taking the latter one first, on the distribution, Julia's indicated that we're going to focus on that later in financial year '14.",1364
18511,"2013m5","We have already made in an arithmetic terms EUR 422 million of gross realizations, which the 15% to 20% can be applied to.",1364
18511,"2013m5","If you do the arithmetic on that, it sort of accounts for, I guess, our base level of dividend.",1364
18511,"2013m5","So everything going forward now is going to represent arithmetic that will generate a special distribution.",1364
18511,"2013m5","We have a strong pipeline of realizations in progress and to come.",1364
18511,"2013m5","So I'm optimistic that we will be saying more about that towards the end of the year.",1364
18511,"2013m5","I didn't get the phone call that you mentioned, although that was my mobile ringing, so that could have been him.",1364
18511,"2013m5","I was playing golf on Saturday morning, and I was having a sneaky cooked breakfast in the clubhouse with my 3 playing parties away from my wife's disapproving look, when I got handed the FT on Saturday morning.",1364
18511,"2013m5","And there's an article in the FT that said ""F&C hit by big protest over pay.",1364
18511,"2013m5",""" And this was handed to me by a very senior board member of one of our largest fund management groups who was in my [indiscernible].",1364
18511,"2013m5","And I'll just read the first 3 paragraphs [ph] of this.",1364
18511,"2013m5","F&C asset management, the U.",1364
18511,"2013m5","'s worst-performing listed fund management group, had suffered a large protest over company pay yesterday and lost another big investor.",1364
18511,"2013m5","Some 25% of votes cast did not back the company's remuneration report for 2012 over concerns about the performance of the group, which is struggled to attract new business.",1364
18511,"2013m5","The big protest was one of the largest among FTSE 250 companies recently, and sent the company share price tumbling and made worries about more investor defections.",1364
18511,"2013m5","So I've got that.",1364
18511,"2013m5","I was ribbed about that as I was teeing off.",1364
18511,"2013m5","And I've sort of look at the share price performance since Mr.",1364
18511,"2013m5","Bramson became Chairman of F&C, and I've looked at the activities of here [ph].",1364
18511,"2013m5","and I'm afraid I just don't get it.",1364
18511,"2013m5","I know he's named as his target company in various publications whose shell vehicle has put out, but he hasn't communicated with us and I really don't understand it.",1364
18511,"2013m5","So that's all I can say, Bill.",1364
18511,"2013m5","Good morning, everyone.",1364
18511,"2013m5","It's almost 1 year since I stood up in June 2012 to take you through the future strategy of 3i and our restructuring plan.",1364
18511,"2013m5","I'm pleased to say that we've made very significant and rapid progress in implementing our plan.",1364
18511,"2013m5","Our strong set of results for the year, which show material improvement across the board against 2012, clearly demonstrate the progress that we've made.",1364
18511,"2013m5","We've delivered against all of the priorities we set ourselves for the financial year ending March 2013 and, in particular, we've materially exceeded our cost and debt reduction targets.",1364
18511,"2013m5","We've seen considerable improvement in our Private Equity performance, including an impressive run of cash realizations.",1364
18511,"2013m5","In short, it's been a very good year of recovery for 3i after too many disappointing ones.",1364
18511,"2013m5","So I'd like to start by focusing on our strategic objectives and progress over the last year.",1364
18511,"2013m5","Julia will take you through the groups financial performance, and I will then make some concluding remarks before I'd open to Q&A.",1364
18511,"2013m5","But first, I'd like to remind you about our strategy.",1364
18511,"2013m5","It's simple and embraces all 3 of our businesses: Private Equity, Infrastructure and Debt Management.",1364
18511,"2013m5","The combination of our complementary asset management capabilities across these 3 platforms, together with our permanent capital, gives our investors a differentiated and attractive value proposition.",1364
18511,"2013m5","Our 3 businesses are each different in terms of drivers and return characteristics, but they complement each other, and together, they're capable of providing an interesting balance of income and capital growth.",1364
18511,"2013m5","You will have seen this slide before.",1364
18511,"2013m5","It captures the key return drivers for each of our businesses, as well as demonstrating their cyclicality.",1364
18511,"2013m5","Now I've bought shares in 3i because, after analyzing the fundamentals of the group and its prospects, it was clear to me that the business, if ran well, represented a compelling multiyear value proposition.",1364
18511,"2013m5","I was convinced that this value proposition was underpinned by valuable portfolio of investments and by the prospect of significant cash distributions over time.",1364
18511,"2013m5","Today, everybody at 3i sees the simplicity of growing the earnings of our portfolio, realizing our investments at attractive cash multiples, generating annual cash profits by running our 3 fund management businesses well, using our permanent capital to take advantage of value and growth opportunities, and turning this into cash for the benefit of LPs shareholders.",1364
18511,"2013m5","I hope it all sounds very simple, but it's actually taken quite a lot of hard work and careful thought to begin delivering on this strategy and moving 3i on to the solid footing it's on today.",1364
18511,"2013m5","We've had to put in some fundamental new asset management initiatives in Private Equity.",1364
18511,"2013m5","We've refocused that division and put a real emphasis on exit planning and smart execution.",1364
18511,"2013m5","Across our businesses, we are focusing on growing third-party AUM and growing our income against the rightsized cost base.",1364
18511,"2013m5","We've used our capital to exploit opportunities in the debt management sector, and we've reduced gross debt and our cost of funding, so that more of the cash goes back to shareholders and back to the business to be invested.",1364
18511,"2013m5","Our multiyear value build is based on a number of different phases of organizational change and strategic delivery.",1364
18511,"2013m5","We've delivered all of the strategic priorities we set for the financial year 2013.",1364
18511,"2013m5","And we're already progressing well in transition and delivery, the next phase of our plan.",1364
18511,"2013m5","You will recall that we set ourselves 6 strategic objectives last year.",1364
18511,"2013m5","So I'd now like to take you through our progress against each in a little more detail.",1364
18511,"2013m5","Last June, we said we'd reduce our headcount by 160 by the 31st of March.",1364
18511,"2013m5","In fact, we achieved a net headcount reduction of 168.",1364
18511,"2013m5","That's almost 40% of the group's headcount that we had in March last year.",1364
18511,"2013m5","And we closed the 6 offices we said we would, and we reduced our property expenses even further by making significant rental savings in both London and New York.",1364
18511,"2013m5","We originally targeted annualized cost savings of GBP 40 million by March '13 and, in fact, we cut out GBP 51 million.",1364
18511,"2013m5","That puts us 28% ahead of our target and also represents, coincidentally, a 28% reduction to our opening costs of GBP 185 million.",1364
18511,"2013m5","Over 70% of the staff reduction has come from the back office.",1364
18511,"2013m5","That's 119 out of the 168.",1364
18511,"2013m5","As a result, we have a better balance of investment staff versus back-office support.",1364
18511,"2013m5","And this slide gives you an idea of where the headcount reduction has taken place.",1364
18511,"2013m5","Geography has determined the reductions in the investment teams with finance, admin, property, IT, HR and marketing accounting for the 119 staff reductions in the group functions.",1364
18511,"2013m5","And here's a little more detail on where we've over-performed in cost reductions.",1364
18511,"2013m5","This slide gives you some examples of how further savings have come about.",1364
18511,"2013m5","In general, we have found additional savings through a sharper focus on cost control and by introducing much stronger approval mechanisms across the group.",1364
18511,"2013m5","We've also delayered to become a simple, less hierarchical organization.",1364
18511,"2013m5","As a result of our progress up to March 2013, we're today announcing a material increase in our cost reduction target for this current financial year to March 2014.",1364
18511,"2013m5","We're moving our total cost reduction target up to GBP 60 million from the original GBP 45 million.",1364
18511,"2013m5","So that represents a like-for-like reduction of almost 1/3 against our cost base of GBP 185 million in March last year.",1364
18511,"2013m5","As to the benefits of the changes we've already implemented take place, and we continue to manage the business tightly, we will see further reductions.",1364
18511,"2013m5","And we'll be doing this at the same time that we're making sure that we have the right platform and the right level of support to grow our Debt Management and Infrastructure businesses.",1364
18511,"2013m5","And we've delivered another material win around the balance sheet.",1364
18511,"2013m5","Having set the target of GBP 1 billion of gross debt by June '13, we bought it down to close to GBP 900 million by April.",1364
18511,"2013m5","That's a reduction of 44% from our starting position of over GBP 1.",1364
18511,"2013m5","6 billion in March last year.",1364
18511,"2013m5","And that's a clear reflection of our success in realizing from our Private Equity portfolio.",1364
18511,"2013m5","An important part of restructuring over the last year has been to achieve a greater degree of central control and focus.",1364
18511,"2013m5","And to get there, we've removed organizational complexity and bureaucracy.",1364
18511,"2013m5","By removing committees and hierarchies, we've created a much more efficient organization.",1364
18511,"2013m5","When you combine that simplification with a more energized team, you can create a much more dynamic culture.",1364
18511,"2013m5","And that's exactly what we've done, a simple organization with shorter lines of communication leads to much faster and more consistent decision-making.",1364
18511,"2013m5","And that in turn is driving improved performance.",1364
18511,"2013m5","In June last year, we announced 6 new asset management initiatives in Private Equity.",1364
18511,"2013m5","That program has now been substantially implemented and is beginning to make a huge difference to the quality of our asset management in Private Equity.",1364
18511,"2013m5","You've seen some of this already with our realization successes and the improvement in the overall portfolio value, and we expect to see further benefits over time.",1364
18511,"2013m5","We've also refined our investment review process.",1364
18511,"2013m5","We've combined our separate investment and portfolio committee structures under one Investment Committee, which I chair.",1364
18511,"2013m5","The new Investment Committee considers all decisions from original investment ideas, right through to divestment.",1364
18511,"2013m5","We've also involved the Investment Committee early on in the investment process, and we've involved it in all material decisions in the life of an investment, such as refinancing and senior management changes.",1364
18511,"2013m5","With the geographic breadth and sheer scale of the 3i investment portfolio, I'm convinced these changes are critical.",1364
18511,"2013m5","We've tied up our processes on asset management -- on management assessment, rather, and we made our approach consistent across all our investing teams.",1364
18511,"2013m5","And we've become much more proactive in replacing underperforming management.",1364
18511,"2013m5","Since September last year, we've replaced 11 Chairmen and CEOs after our proper evaluation of their performance.",1364
18511,"2013m5","And as most of you will recall, the introduction of the 3i dashboard last September has transformed how quickly we recognize and react to performance issues within our portfolio of companies.",1364
18511,"2013m5","It's working very well, and it's leading to new improved asset management performance across the entire portfolio.",1364
18511,"2013m5","Since March last year, we've increased the emphasis on developing detailed exit strategies for all our Private Equity investments.",1364
18511,"2013m5","We review and update those plans twice a year, with a view to optimizing cash proceeds for shareholders and LPs.",1364
18511,"2013m5","If an investment is ready to be sold, we'll take advantage of market conditions, but equally, we're prepared to think if there is better value down the road, or that we should -- we're prepared to consider refusing a cheap offer or waiting for better value down the road.",1364
18511,"2013m5","You've recently seen the results of this planning and execution with the sales of Mold-Masters and Civica and with plans for each asset in our Private Equity portfolio.",1364
18511,"2013m5","In some cases, those plans were announced a number of years.",1364
18511,"2013m5","In other cases, we have like -- companies likely to be sold in the near term.",1364
18511,"2013m5","It's been an excellent year for realizations.",1364
18511,"2013m5","We've generated a total of GBP 575 million.",1364
18511,"2013m5","It's an uplift of 49% over the opening book value and a money multiple of 2.",1364
18511,"2013m5","1x against our initial investment, not a bad performance in my book.",1364
18511,"2013m5","I'd also like to remind you again that I believe cash is the best measure of the performance of our investments.",1364
18511,"2013m5","I also feel that, in many cases, a focus on our current NAV fails to recognize the likely future or auction value for each of the investments we have and that we've set out in our individual exit plans.",1364
18511,"2013m5","And I hope our recent sales are convincing you that we've got this right.",1364
18511,"2013m5","We can achieve good premium offers when the financing markets are robust as they are right now.",1364
18511,"2013m5","We refocused our Private Equity business around Northern Europe, the U.",1364
18511,"2013m5","and Brazil.",1364
18511,"2013m5","We've suspended new investments in Asia and Spain, and we're highly selective in the core regions we are investing in.",1364
18511,"2013m5","It's no secret that this has been a difficult environment for investing.",1364
18511,"2013m5","And while we found some investing opportunities in Brazil, we've struggled to get comfortable with the pricing in Northern Europe, in particular.",1364
18511,"2013m5","So in this environment, we're delighted to be more focused on selling.",1364
18511,"2013m5","As most of you know, it has been a really good selling environment with strong financial markets and plenty of cash-rich private equity and corporate buyers.",1364
18511,"2013m5","And I think it's fair to say that our recent record shows that we are taking good advantage of these conditions.",1364
18511,"2013m5","The next slide I showed you last June, the Private Equity portfolio has traded well in a generally very difficult macro environment.",1364
18511,"2013m5","We've had resilient performances in Northern Europe, the U.",1364
18511,"2013m5","and Brazil, some very tough conditions in Spain, and a rapid deterioration in the environment in France and some very tough conditions in India.",1364
18511,"2013m5","And when I review the Private Equity portfolio, I think about it in 4 buckets.",1364
18511,"2013m5","The keepers, e.",1364
18511,"2013m5","Action, Element, Mayborn, which offer terrific long-term growth.",1364
18511,"2013m5","Second is the strong performers, which we expect to good -- achieve good sales proceeds, like Civica, like Mold-Masters, which I mentioned just a minute ago.",1364
18511,"2013m5","The third bucket is made up of those investments which have the potential for material value recovery from where they have historically traded, companies such as Xellia, Azelis and OneMed.",1364
18511,"2013m5","And finally, what I call the 0s, which account for little of our NAV today, but represent auction value, in the case of the enterprise value, recovers above the level of the debt.",1364
18511,"2013m5","The company enterprise was a good example of this category.",1364
18511,"2013m5","The third bucket is our largest bucket by cost of investments and has significant scope to increase value over time.",1364
18511,"2013m5","As you know, we conducted the group-wide compensation review this year.",1364
18511,"2013m5","At around 60% of operating costs, the payroll is our largest expense.",1364
18511,"2013m5","We've got to make sure we have a legitimate split of returns between shareholders and employees.",1364
18511,"2013m5","That's the only way we can retain both the right talent and create long-term shareholder value.",1364
18511,"2013m5","We have had broad shareholders support for our new proposals.",1364
18511,"2013m5","And these new compensation arrangements are to be introduced in June 2013.",1364
18511,"2013m5","Going forward, group compensation will be driven by how we perform against our key strategic objectives.",1364
18511,"2013m5","This will give us a much clearer link between staff compensation and shareholder returns.",1364
18511,"2013m5","In addition, a lot bigger proportion of total compensation will be in deferred shares of 3i Group plc.",1364
18511,"2013m5","For example, senior staff in the group will have a shareholding target, which will be set as a multiple of annual gross salary, so that we can enhance our alignment with shareholders.",1364
18511,"2013m5","We're already making strong progress in the next phase of our strategic plan, transition and delivery.",1364
18511,"2013m5","And this slide shows our key objectives for the year ahead.",1364
18511,"2013m5","We expect cash income to cover operating cost by March 2014 on a run rate basis.",1364
18511,"2013m5","And by the way, 3i has not done that for a very long time, to lead to a more balanced contribution to third-party fee income over time.",1364
18511,"2013m5","In Private Equity, we focus on finding the best way to reestablish our investment track record.",1364
18511,"2013m5","We've done that by investing alongside institutional coinvestors in Brazil and establishing 2 framework agreements for investing in Northern Europe.",1364
18511,"2013m5","One of these agreements is with a leading U.",1364
18511,"2013m5","institution and one is with a very large sovereign wealth fund.",1364
18511,"2013m5","Infrastructure continue to make a strong contribution to the group's cash income last year.",1364
18511,"2013m5","The European portfolio performed well, and the value of the holding in 3i Infrastructure increased by 7%.",1364
18511,"2013m5","We did see some pullback in the valuations of some of our Indian assets, given the challenging supply-side and macroeconomic conditions we face in India.",1364
18511,"2013m5","We've got one of the best teams in the Infrastructure sector, and our pipeline in European opportunities is good going into this financial year.",1364
18511,"2013m5","And we, therefore, expect to see good growth.",1364
18511,"2013m5","Our Debt Management business has had a very strong year.",1364
18511,"2013m5","They've almost doubled third-party funds under management to GBP 6.",1364
18511,"2013m5","They also acquired a very strong U.",1364
18511,"2013m5","franchise in Fraser Sullivan and issued almost 1 billion of CLOs in the U.",1364
18511,"2013m5","The business has a very experienced group of credit professionals and is well-placed to take advantage of further opportunities as this sector continues to change.",1364
18511,"2013m5","This financial year, we intend to pursue our enhanced capital distribution policy.",1364
18511,"2013m5","We've already met our goals for gearing of less than 20% and gross debt below GBP 1 billion.",1364
18511,"2013m5","We intend to distribute 15% to 20% of gross cash proceeds in the next 12 months, and the GBP 222 million from Mold-Masters is going to be part of this calculation, and all other realizations this year will contribute.",1364
18511,"2013m5","The current total, including Mold-Masters and realizations announced so far, is GBP 422 million.",1364
18511,"2013m5","So our priorities for the year are clear: To realize fully the benefits from the Private Equity asset management initiatives, continue to grow Debt Management and Infrastructure's third-party businesses, and look for new investments in Private Equity using proprietary capital and third-party coinvestors.",1364
18511,"2013m5","We'll further reduce our operating and funding costs and fully implement our new compensation arrangements.",1364
18511,"2013m5","So clearly, it's been a good year for 3i.",1364
18511,"2013m5","And I'd now like to ask Julia to take you through the numbers.",1364
18511,"2013m5","Well, we're limited of what we can say about that.",1364
18511,"2013m5","That is a process that we're exploring at the moment.",1364
18511,"2013m5","I think scanned [ph] lines trading is very resilient, it's a highly cash generative business.",1364
18511,"2013m5","It's a bit of a strange business, because it's sort of part -- Private Equity part, part Infrastructure.",1364
18511,"2013m5","It's one of those businesses because of its cash flow characteristics, it could be on bucket 1 or bucket 2.",1364
18511,"2013m5","It's that solid of business, but you'll hear more about them in due course, I'm sure.",1364
18511,"2013m5","Yes, I think if you look in the disclosure that we gave you on the valuation of the assets, the 2 principal ones to talk about, the Civica and Quintiles, neither of which were on an uplift to sale basis at the end of the period.",1364
18511,"2013m5","Quintiles was valued at GBP 103 million that we announced, that we've received GBP 50 million of proceeds and residual holding is worth GBP 133 million based on the IPO price.",1364
18511,"2013m5","Share price has actually gone up since then, but I'm not sort of calculating it on a daily basis.",1364
18511,"2013m5","And Civica is the other example, which is in the books at GBP 84 million at the end of March.",1364
18511,"2013m5","And we disclosed proceeds on that asset of GBP 127 million.",1364
18511,"2013m5","And I think actually that both good examples of what this realization market is like.",1364
18511,"2013m5","We strike a fair value for our assets.",1364
18511,"2013m5","I clearly have cited some of these processes, but that's one factor that we take into account, we take into account a degree of execution risk.",1364
18511,"2013m5","And it's one of the reasons why we would say that the NAV won't ever really reflect the very, very good M&A conditions that we're currently seeing at the moment.",1364
18511,"2013m5","Okay, why don't I take the last bit first.",1364
18511,"2013m5","In terms of those arrangements, firstly, it's not discretionary money.",1364
18511,"2013m5","That money is there if they like the investment in question.",1364
18511,"2013m5","But these 2 institutions have been long-term investors with 3i in a number of structures, and we know each other extremely well, and they've been very active investors with the past.",1364
18511,"2013m5","So we have a high degree of confidence that they like what we like and they rate the current team, which is why they've entered into these framework agreements.",1364
18511,"2013m5","The economics of these framework agreements are equivalent to invested money economics in a more general buyout fund.",1364
18511,"2013m5","So they don't pay commitment fees, but they will pay deal fees, management fees and carry to the team in return for good performance there.",1364
18511,"2013m5","So they're very similar to invested money in a fund.",1364
18511,"2013m5","The taste of the 2 is a little different.",1364
18511,"2013m5","One likes to hit boundaries, fours and sixes in terms of the checks it writes.",1364
18511,"2013m5","On the other ones to have a slice of most of our deals with smaller checks.",1364
18511,"2013m5","So they're complementary in that regard.",1364
18511,"2013m5","They obviously don't want their name disclosed at this point.",1364
18511,"2013m5","But I think it will become evident as we invest who they are.",1364
18511,"2013m5","If we just talk about the 0s, it's quite a numerous -- it's a too numerous bucket, I'm afraid.",1364
18511,"2013m5","I don't know the exact number, but there's quite a lot of them, and enterprise was the most relevant recent example of that, and I'm sure some of them will be recovering above their base value.",1364
18511,"2013m5","But it will be single digits and millions or tens of millions.",1364
18511,"2013m5","It won't be hundreds of millions.",1364
18511,"2013m5","And yes, what we typically have in the other category are companies, which are valued on a different sort of basis.",1364
18511,"2013m5","So the majority of our portfolio is valued on an earnings basis.",1364
18511,"2013m5","We have some companies, which be involved on industry metrics, for example, Hyperion is an example of that, that we've seen.",1364
18511,"2013m5","And of course, ACR would be another example.",1364
18511,"2013m5","So it's a multitude of things.",1364
18511,"2013m5","And just finally, on scanned [ph] lines, can you give us some color on the recent trading performance there? And I guess if I put it another way, is that ship still there, sailing ahead? So you'd expect to add a few more of these sort of strategic coinvestors? Any other questions? I've got to get to the [indiscernible] AGM, so I'm going to wrap it up here.",1364
18511,"2013m5","Thanks for coming everyone, and we'll take questions later in the day if you want.",1364
18511,"2013m5","It's Rob Jones from Liberum Capital.",1364
18511,"2013m5","Two questions, if I may.",1364
18511,"2013m5","First one, realizations.",1364
18511,"2013m5","Obviously, it's positive to see average 49% uplift to carrying value and realized gains of GBP 190 million in the year.",1364
18511,"2013m5","You mentioned, obviously, it's a good selling environment for realizations, currently, and you're taking good advantage of these conditions.",1364
18511,"2013m5","When I turned to Page 21 of this section 2 of our pack sent [ph] to us, we got Continental Europe's realizations falling from GBP 670 million to GBP 201 million, fall of 70% year-on-year.",1364
18511,"2013m5","Does this concern you? I think on the -- taking the latter one first, on the distribution, Julia's indicated that we're going to focus on that later in financial year '14.",1364
18511,"2013m5","We have already made, in arithmetic terms, GBP 422 million of gross realizations, which the 15% to 20% can be applied to.",1364
18511,"2013m5","If you do the arithmetic on that, it sort of accounts for, I guess, our base level of dividend.",1364
18511,"2013m5","So everything going forward now is going to represent arithmetic that will generate a special distribution.",1364
18511,"2013m5","We have a strong pipeline of realizations in progress and to come.",1364
18511,"2013m5","So I'm optimistic that we will be saying more about that towards the end of the year.",1364
18511,"2013m5","I didn't get the phone call that you mentioned, although that was my mobile ringing, so that could have been him.",1364
18511,"2013m5","I was playing golf on Saturday morning, and I was having a sneaky cooked breakfast in the clubhouse with my 3 playing parties away from my wife's disapproving look, when I got handed the FT on Saturday morning.",1364
18511,"2013m5","And there was an article in the FT that said ""F&C hit by big protest over pay.",1364
18511,"2013m5",""" And this was handed to me by a very senior board member of one of our largest fund management groups who was in my fourball.",1364
18511,"2013m5","And I'll just read the first 3 paras of this.",1364
18511,"2013m5","F&C asset management, the U.",1364
18511,"2013m5","'s worst-performing listed fund management group, had suffered a large protest over company pay yesterday and lost another big investor.",1364
18511,"2013m5","Some 25% of votes cast did not back the company's remuneration report for 2012 over concerns about the performance of the group, which has struggled to attract new business.",1364
18511,"2013m5","The big protest was one of the largest among FTSE 250 companies recently, and sent the company share price tumbling and made worries about more investor defections.",1364
18511,"2013m5","So I've got that.",1364
18511,"2013m5","I was ribbed about that as I was teeing off.",1364
18511,"2013m5","And I've sort of looked at the share price performance since Mr.",1364
18511,"2013m5","Bramson became Chairman of F&C, and I've looked at the activities of here [ph].",1364
18511,"2013m5","and I'm afraid I just don't get it.",1364
18511,"2013m5","I know he's named us his target company in various publications his shell vehicle has put out, but he hasn't communicated with us and I really don't understand it.",1364
18511,"2013m5","So that's all I can say, Bill.",1364
18511,"2013m5","And just finally, on scanned [ph] lines, can you give us some color on the recent trading performance there? And I guess if I put it another way, is that ship still there, sailing ahead? Well, we're limited of what we can say about that.",1364
18511,"2013m5","That is a process that we're exploring at the moment.",1364
18511,"2013m5","I think scanned [ph] lines trading is very resilient, it's a highly cash generative business.",1364
18511,"2013m5","It's a bit of a strange business, because it's sort of part -- Private Equity part, part Infrastructure.",1364
18511,"2013m5","It's one of those businesses because of its cash flow characteristics, it could be on bucket 1 or bucket 2.",1364
18511,"2013m5","It's that solid of business, but you'll hear more about that in due course, I'm sure.",1364
18511,"2013m5","Yes, I think if you look in the disclosure that we gave you on the valuation of the assets, the 2 principal ones to talk about, the Civica and Quintiles, neither of which were on an uplift to sale basis at the end of the period.",1364
18511,"2013m5","Quintiles was valued at GBP 103 million that we announced, that we've received GBP 50 million of proceeds and residual holding is worth GBP 133 million based on the IPO price.",1364
18511,"2013m5","Share price has actually gone up since then, but I'm not sort of calculating it on a daily basis.",1364
18511,"2013m5","And Civica is the other example, which is in the books at GBP 84 million at the end of March.",1364
18511,"2013m5","And we disclosed proceeds on that asset of GBP 127 million.",1364
18511,"2013m5","And I think actually they're both good examples of what this realization market is like.",1364
18511,"2013m5","We strike a fair value for our assets.",1364
18511,"2013m5","I clearly have cited some of these processes, but that's one factor that we take into account, we take into account a degree of execution risk.",1364
18511,"2013m5","And it's one of the reasons why we would say that the NAV won't ever really reflect the very, very good M&A conditions that we're currently seeing at the moment.",1364
18511,"2013m5","Any other questions? I've got to get to the [indiscernible] AGM, so I'm going to wrap it up here.",1364
18511,"2013m5","Thanks for coming everyone, and we'll take questions later in the day if you want.",1364
18511,"2013m5","It's Iain Scouller from Oriel Securities.",1364
18511,"2013m5","I've got a couple.",1364
18511,"2013m5","Firstly, on the unrealized volume movements on Slide 57.",1364
18511,"2013m5","I think the second largest contributor was Other, plus GBP 73 million.",1364
18511,"2013m5","Now can you just give us a bit of a breakdown on that? And then the second one was on Infrastructure.",1364
18511,"2013m5","I think you said there was a good business opportunity there.",1364
18511,"2013m5","I was just wondering what the plans are for growing that business, clearly, I think conditions probably couldn't be more favorable than they are today for that asset class, so what are the plans to grow assets under management? Bill Barnard from SG.",1364
18511,"2013m5","Should I assume your first call from this morning was from Mr.",1364
18511,"2013m5","Bramson to thank you for making him so much money, and in terms of making him some more money, can you sort of give a bit more color around your thoughts on sort of a top-up distribution in terms of the quantum, the relationship, the 15% to 20% and, indeed, any timing sort of this year, next year, et cetera, just sort of key variables we should look around there? Thank you, Simon.",1364
18511,"2013m5","So you've just heard about the significant progress that we've been making against the strategic objectives that we set last June.",1364
18511,"2013m5","I'd now like to take you through our financial results and show you the evidence of that progress, and I'd like to take you through the impact that, that progress will have on our financial year '14.",1364
18511,"2013m5","So in headline terms, the change is obvious.",1364
18511,"2013m5","We have made growth portfolio return of GBP 546 million.",1364
18511,"2013m5","That's driven by realizations that we've achieved, a good uplift to the opening value.",1364
18511,"2013m5","The cost of running the business is down to GBP 170 million, and that's including restructuring costs of GBP 30 million.",1364
18511,"2013m5","Our balance sheet today is a lot stronger, with gross debt reduced to GBP 1.",1364
18511,"2013m5","1 billion and gearing down to 11%, and our NAV is much improved at 311p.",1364
18511,"2013m5","So this chart shows you how the NAV has improved.",1364
